what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507737817
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507772708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453507799887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453507814743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453507822016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453507823431
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507825052
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507829784
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507831003
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453507831999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1453507864257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1453507872000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453507875527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453507905161
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.open.outline",1453507942024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453507942036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453507944053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453508016402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1453508073820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1453508136686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508143922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508146822
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1453508146959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1453508171165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508171179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508380819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508389468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1453508392286
