what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652419155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652419926
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457652442261
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1457652497076
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1457652512986
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1457652513474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457652514375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457652517115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652518616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652519355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652523478
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457652523994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652524000
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457652524607
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457652545158
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457652548073
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457652587026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457652590895
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457652594805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652598321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652599035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652603549
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457652604076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652604083
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457652604679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457652624775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457652636627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457652646847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1457652649164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457652649993
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457652653977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652656791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652657550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652661275
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457652661795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457652661800
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457652662390
