what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1457658095229
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1457658097019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457658098769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457658101823
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658102646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658104312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658105328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658105636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658106365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658109140
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457658109643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658109648
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457658110251
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658130332
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457658154995
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658164525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457658255772
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658269216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658270630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658271343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658274880
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457658275341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658275348
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457658275952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658296041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658296057
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658296063
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658296074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457658421050
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658423245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658424724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658424900
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658434271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658437005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658438864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658439083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658462380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658462563
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658476278
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658478383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658480309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658480561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658482524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658482721
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658484117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457658485697
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457658487618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658488872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658490083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658490131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658490363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658495449
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457658495888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658495894
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457658496509
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457658517067
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457658520012
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457658523628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457658626592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659310379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659324289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659926172
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457659927717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659931034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659934564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659937535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659940524
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457659941309
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457659943950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659947616
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457659948123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659948131
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457659948936
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457659950117
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457659953197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457659994953
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1457660009490
